48,589,457,1198,733,1265,648,1210,1527,1377,2918
49,260,457,1240,1198,1610,377,780,1527,1270,3527
50,1580,3578,589,1196,3753,3897,3481,2571,3534,3948
51,1265,356,1580,2396,1196,593,3253,2762,608,2997
52,457,1580,377,480,2353,1370,2571,3256,1527,1552
53,608,296,1198,2716,1210,1265,1214,733,648,858
54,1136,1270,2918,1307,1294,2174,2797,2915,1220,2716
55,608,1196,318,296,2028,2858,1265,589,1580,2571
56,593,296,318,1265,1196,589,1580,356,2396,260
57,608,1270,2571,1580,589,1097,1036,260,593,480
58,1196,1580,2916,1270,2985,1198,2105,1265,541,457
59,1247,1196,858,260,919,1270,2396,296,1225,589
60,1580,780,1917,377,733,1527,2916,1377,457,1608
61,648,480,1580,3717,3510,2571,589,3821,3617,3751
62,1247,1196,1580,2571,318,589,1270,2918,1230,1036
63,2762,2858,1196,608,2571,296,1580,593,260,1265
64,1196,260,2571,1580,589,1198,2959,480,2916,593
65,457,1196,377,1198,589,733,1240,592,2916,1370
66,1580,589,2571,260,110,1270,1210,457,2762,1198
67,1084,858,912,608,1208,1252,111,3363,909,1230
68,1265,2716,1079,2174,2797,260,2997,1394,1580,608
69,608,318,296,1393,300,2268,1213,1265,1094,2571
70,2706,2396,1196,3578,2571,1580,2710,608,589,1265
71,2706,2762,1196,2716,2858,3578,480,2599,1580,2395
72,1265,1784,318,357,296,2571,440,1393,2858,587
73,260,480,1391,1265,2985,1552,1377,1097,2105,2011
74,318,50,1196,1265,2571,2028,1089,2762,858,589
75,1022,2085,586,594,2080,480,1566,2571,2078,2294
76,318,1704,589,2028,457,1196,2997,1265,527,1213
77,2706,223,2396,2710,3578,2716,608,785,1265,593
78,1265,39,1641,597,1777,1923,1580,1029,594,595
79,3578,2571,589,3753,608,50,2762,3793,1608,3555
80,318,2571,1196,1704,457,296,1580,589,1198,260
81,858,1196,1252,608,1230,1208,923,541,3363,1270
82,1196,377,318,2028,260,1265,733,1527,1198,150
83,1580,260,2762,2571,1210,1198,1197,2706,589,1967
84,1196,589,1270,1580,2916,1036,1291,1097,110,541
85,2762,2959,589,1580,2706,3623,2716,2571,480,3863
86,2571,1580,589,1196,780,2916,1270,1527,1097,1198
87,1196,1580,2916,1210,1200,1270,1387,592,780,648
88,608,1196,593,1247,318,2918,1225,1270,296,260
89,608,318,593,2396,1198,356,858,50,457,296
90,608,1580,593,2571,589,296,318,1196,648,1704
91,1270,2716,1136,608,1196,2797,3421,260,1230,593
92,1196,260,1265,780,457,2081,1210,2916,595,588
93,1580,2571,589,1370,1527,1291,2985,1200,592,480
94,1347,1982,1258,3576,2455,1345,2459,2118,1128,2901
95,296,2571,589,1265,1704,260,733,377,1198,2858
96,1196,1198,593,1580,1704,2858,480,1291,858,2916
97,1252,1247,858,3504,608,1196,1230,913,1084,955
98,1196,608,1704,2858,2762,457,858,1265,260,1580
99,608,1196,593,2571,589,1580,1265,2762,1704,1270
100,1196,2916,589,457,780,1240,858,1270,1036,1214
101,1527,1196,733,1610,457,1291,1198,1377,1370,1608
102,2571,1196,1580,608,260,2762,589,593,923,1247
103,733,780,480,457,589,377,165,3256,736,1377
104,2762,2605,2716,2699,2712,2694,223,2770,608,2541
105,1240,2916,2571,1580,1200,1198,1036,541,1270,2985
106,608,1674,2918,357,2396,1247,1394,1197,1094,1028
107,608,1196,1198,1208,527,1953,1214,1952,296,1230
108,1580,2571,589,1196,260,780,2997,1527,2599,457
109,1197,1097,2918,2571,589,2174,858,2916,592,1136
110,589,2571,1089,457,1580,593,1196,318,648,2762
111,608,318,1704,39,2571,1580,2858,457,3253,1777
112,1029,2087,930,2018,364,2081,596,2137,1248,2078
113,1580,480,2916,780,1196,457,2628,260,110,1391
114,1022,2080,3034,1580,1196,1197,1030,1270,1033,1247
115,1580,589,648,1270,1196,2571,3793,3753,2916,780
116,1196,2716,2571,1580,1200,2916,589,1270,1210,541
117,1196,260,1240,480,1527,1200,1917,733,1371,2918
118,2916,260,589,1198,457,1610,1240,1370,1527,2406
119,1580,595,2716,588,1029,594,2087,2081,2396,2706
120,593,2858,589,2571,1704,1617,1270,2762,1247,1210
121,2916,2571,1240,589,1270,2640,1200,1210,2985,541
122,2916,589,1198,1036,1291,648,480,1370,1214,1270
123,608,1196,457,1270,377,858,1079,1291,1704,1200
124,608,593,318,296,50,2762,2028,1704,1617,1089
125,1196,1198,1580,260,457,589,1291,1200,377,2194
126,1196,260,1198,608,1214,2571,1580,480,1240,296
127,2916,593,1210,377,1240,1610,1036,2858,1291,1200
128,1580,1196,589,260,1270,2571,1197,608,1136,2174
129,457,2571,589,260,296,1036,377,1370,1291,593
130,260,480,377,733,2985,2000,1527,780,1270,2406
131,296,1198,1580,2858,1247,1210,2918,1213,2028,457
132,2918,1265,1270,2174,2716,1394,1307,3039,1923,1136
133,608,1704,2762,1196,2571,2268,377,589,2028,1610
134,2571,780,2916,457,1608,1196,1552,316,2628,1610
135,2959,2997,2599,2571,1196,1265,1580,260,2700,2699
136,1580,1097,593,1198,1247,296,858,1777,1029,750
137,377,593,480,1917,1196,2762,1552,1608,1370,2628
138,608,589,2571,457,318,2762,260,1198,2028,1580
139,260,1270,2571,1210,589,1036,1240,2985,2105,858
140,2186,904,1252,922,955,1196,1284,905,2203,908
141,2186,3435,930,1196,1284,922,750,1580,3334,904
142,608,1270,1580,457,480,2858,1197,1210,1617,1704
143,457,589,648,2028,1196,608,780,593,318,260
144,608,2571,457,2762,318,1196,589,1580,2396,296
145,2762,2959,2599,2997,2683,2710,2716,2571,2395,296
146,1196,1270,260,2918,1247,1079,1580,2174,1265,858
147,2916,733,608,780,318,593,349,1270,1210,1265
148,780,589,377,592,1198,1608,1210,1917,2406,1610
149,457,589,377,260,1610,50,2396,592,1394,1210
150,1196,1704,2858,1580,858,2918,2571,2396,1307,589
151,1196,2571,589,2916,1270,457,357,356,1198,2762
152,1265,1270,2918,2174,2797,260,1196,1079,1307,1394
153,2706,3578,593,296,2683,318,50,2997,2571,1265
154,2762,2706,2396,223,608,1580,2395,593,50,2571
155,608,1777,597,260,39,589,500,3255,318,356
156,357,608,597,587,356,318,1580,440,339,296
157,1580,260,2571,1200,593,858,480,1291,1036,1214
158,750,923,1247,1219,608,1221,1230,1208,904,913
159,2858,1196,260,2571,608,589,2683,1197,2997,1265
160,1580,589,2571,1196,260,780,1527,1270,2916,2628
161,1196,858,260,1247,50,2918,589,2396,1213,1307
162,2571,457,1196,733,1610,780,260,1210,1370,2353
163,2571,457,608,593,648,296,318,1527,2858,1370
164,1196,260,919,912,1198,969,608,1214,2716,914
165,1240,1214,1200,1580,2640,2571,2985,2916,924,3471
166,1580,589,296,2916,318,2174,1704,1197,541,780
167,3408,3510,1580,3897,3793,589,3481,457,2028,3755
168,1270,1197,1198,1097,1036,1210,1265,1291,2571,589
169,1580,2571,608,260,377,296,593,1200,2716,1704
170,1196,589,1580,608,1291,541,2028,296,1527,1197
171,608,296,593,50,1213,260,1196,2064,318,1252
172,1252,1248,1267,942,904,1212,928,541,1270,923
173,1247,858,1580,923,1270,3363,318,1291,2762,1210
174,1196,1580,1240,1198,1200,377,780,1387,1370,733
175,1270,296,260,2858,589,2174,2797,39,1079,2028
176,2134,2174,3039,2375,1079,3591,1091,2406,3210,3448
177,1270,480,2916,1240,1097,1200,541,2028,1291,457
178,1029,2087,1097,2081,1022,1073,1240,1036,1270,2916
179,260,1270,1200,780,2640,480,3527,1198,1097,1375
180,593,1196,2762,318,1265,50,527,1617,1674,2028
181,260,1198,2174,780,2028,2797,1036,1240,2716,1210
182,1265,1196,457,3253,39,1923,608,356,260,296
183,1196,1247,608,260,923,1267,922,589,1270,912
184,364,2096,1022,1029,1270,260,2137,1282,596,608
185,648,780,733,457,1552,1527,377,2571,1608,1377
186,1196,260,1580,1210,608,2858,1022,2683,2096,594
187,608,1704,2858,39,300,1094,356,2997,1777,357
188,2571,1580,2716,589,2683,2959,2706,260,2916,1127
189,608,296,1196,593,2571,589,50,1580,527,2396
190,1196,1270,1580,1198,589,457,1265,2916,858,2797
191,2571,1580,344,296,2959,50,1265,231,318,1196
192,1580,296,589,1265,733,377,593,1704,1198,648
193,608,1196,1270,260,296,2918,1247,1580,589,1704
194,1777,1265,597,587,1923,3253,1580,1784,231,2302
195,2571,593,1270,1265,457,1036,541,1210,1200,2762
196,608,1196,593,318,858,50,260,589,2571,2997
197,608,296,527,1704,2028,2762,1196,2396,260,1617
198,1196,2916,589,2797,733,1527,1210,1240,2716,1777
199,2916,480,1370,1198,1704,1240,1917,1608,1552,316
200,2762,2710,2716,2858,2694,1513,785,2599,2541,223
201,1265,318,593,2028,1580,357,356,2762,2997,2571
202,2571,608,2916,589,1270,1036,1527,2762,1923,592
203,296,318,1393,608,150,457,2858,50,527,2571
204,1196,1580,2916,608,1097,780,1036,2918,648,318
205,1196,260,608,2571,1200,2858,2918,2028,457,1230
206,2916,589,1210,1580,1240,1270,1200,1198,2628,541
207,1580,589,2028,2571,260,648,3578,2916,608,1270
208,1196,2571,589,1270,1198,296,457,2916,541,1210
209,2683,2712,223,2710,2959,2762,1513,2770,2572,2605
210,1608,1370,648,1917,377,3256,1377,736,1527,2916
211,1580,480,589,2571,1240,1970,541,3578,1971,3623
212,1196,2571,1307,377,260,1265,2916,1198,733,1370
213,356,1196,3255,2571,1270,457,260,39,357,1784
214,1517,3253,356,2858,2396,648,39,3255,480,357
215,1580,2571,589,1196,1270,780,1356,1198,1240,1200
216,1580,260,589,2916,1240,1307,1517,1084,592,3253
217,2571,589,1580,1196,608,1265,457,593,1270,296
218,2716,2762,1580,2706,2571,2858,2599,2605,2699,2997
219,1580,2571,589,3578,2716,1196,608,2997,2599,318
220,1196,260,2571,1580,2858,593,2918,1307,1210,2716
221,2571,589,1089,1580,608,2858,457,2997,50,2762
222,1580,2916,1270,1198,541,1097,1527,780,1197,457
223,2571,1270,1777,260,2716,1370,608,1784,2174,1923
224,1270,2571,1580,1197,2797,318,593,2716,2028,2916
225,296,1704,1265,1580,589,2716,1079,1617,2797,377
226,1270,2918,1394,3361,2915,2797,2174,3039,2716,1197
227,2858,2762,1196,2571,2716,2683,2706,223,1580,608
228,1580,480,589,2571,2858,3623,3755,648,1196,2916
229,1704,1580,2762,260,2916,50,2268,1265,1527,457
230,1196,1270,1198,1210,318,457,1240,2918,593,1136
231,1240,260,1210,1580,592,2716,457,2918,2028,2406
232,1265,1196,2396,39,3253,2571,2762,589,1270,1923
233,1282,1022,2087,2081,608,593,296,1704,2078,1196
234,608,260,2028,1704,1036,296,593,1240,1210,1617
235,1196,1270,2571,2918,318,1197,1079,593,589,1036
236,1196,1210,1240,1580,457,1270,480,858,608,1197
237,1580,2571,1196,2918,608,587,480,1517,39,1784
238,318,1084,593,858,1393,2268,150,1094,111,1674
239,608,1265,593,296,2571,1198,1580,1270,858,1704
240,2571,2916,480,1036,1291,296,593,1200,2028,648
241,260,1240,1580,541,1210,1198,480,2985,3527,377
242,2916,589,457,260,2858,593,377,1923,318,2762
243,1265,2797,2716,1394,1196,1580,3421,260,3039,1097
244,1196,1265,2571,1580,2918,608,1198,1777,1210,2716
245,1198,1580,589,457,2918,2640,1200,2797,1265,1374
246,1197,1196,1580,2797,2174,260,1307,588,2396,1210
247,608,593,1704,1196,2858,1198,260,858,2396,1265
248,589,260,1580,1036,2028,1240,1291,1270,2916,1200
249,1265,260,1198,457,2762,608,1784,2916,1197,2797
250,1580,589,1196,2916,2571,1270,1240,608,1200,260
251,480,2571,733,1196,780,648,608,1527,1270,1198
252,2916,480,377,648,1196,457,1240,1370,2628,260
253,318,2762,50,2858,1213,2571,589,1196,527,1704
254,1387,260,1219,2716,1200,1198,2644,3471,1258,1196
255,1196,589,457,3527,648,1036,1610,2640,2716,1265
256,260,2916,2571,589,1580,1291,457,733,1200,480
257,1580,457,1196,608,260,318,2916,1198,1610,1265
258,589,608,2916,733,1198,377,648,1704,296,1270
259,608,593,318,589,1580,457,2762,1198,1213,377
260,780,457,1552,2353,3256,1200,1377,2628,1270,1573
261,1580,1270,296,2571,318,260,593,858,1240,2916
262,1580,780,589,1270,2628,1374,2640,1200,1376,541
263,1580,1198,2918,780,1200,1307,608,457,377,1214
264,1580,2918,1198,1036,589,1097,2640,1197,1079,2105
265,1247,296,1265,900,260,593,2080,1136,1029,1028
266,858,608,2571,318,1270,589,1580,593,1210,1265
267,1265,608,1704,356,296,593,457,1196,1923,1517
268,648,1777,780,2571,1196,1552,597,480,377,1370
269,608,2858,296,593,2997,2396,2959,50,3578,318
270,1196,2571,858,589,2858,1580,296,480,1200,592
271,1580,1198,2916,608,780,2797,1036,1291,296,1022
272,589,608,2918,2916,260,1198,2716,592,648,2858
273,1196,457,260,2916,377,608,1270,1210,2858,648
274,1196,2571,296,593,1580,1198,589,2716,1270,858
275,1198,260,2797,1580,1097,1240,2571,1307,589,3039
276,1580,1196,589,2028,2571,608,593,260,1270,110
277,457,1196,608,1270,318,2028,1580,480,593,2396
278,1347,1407,2003,2517,1345,1717,1984,1130,1994,2148
279,260,1036,608,2571,858,1198,2028,1291,1304,1240
280,1079,1394,3363,2918,1136,1265,1270,1230,3504,2396
281,296,2858,318,2762,1704,1196,1265,1580,260,1213
282,457,589,1610,608,377,260,2916,1196,318,1608
283,1580,1196,260,589,780,608,1198,2571,593,457
284,1580,1198,2916,2985,1240,1036,1291,2640,1210,780
285,608,1252,296,1674,593,3363,1208,3504,2352,318
286,589,2571,296,318,260,1580,457,1270,50,2762
287,608,593,2762,2396,1265,2028,50,2599,1617,1196
288,457,589,1036,260,1291,1240,1270,1370,648,3256
289,1036,2571,260,589,1240,1387,296,2028,1580,1214
290,593,296,2028,1704,356,1196,1393,1213,597,2571
291,608,260,318,912,1674,1084,296,1265,2571,589
292,1580,480,2916,1240,1200,1210,2028,1270,541,608
293,296,1196,2028,1079,2858,3255,1094,527,1270,1393
294,1265,440,1517,1777,597,39,1641,1923,2302,2321
295,589,1580,457,2762,296,1270,2858,2683,593,377
296,1580,2916,260,589,1253,1196,594,648,1028,2529
297,1196,2858,260,2028,2762,1198,2918,1270,50,1704
298,1580,589,2571,3578,260,608,110,3751,2291,1196
299,1196,593,318,296,527,2762,2396,1265,923,1617
300,1580,260,2571,2916,1610,592,1210,780,2174,1608
301,608,589,1265,296,593,2858,2762,377,1240,1
302,1270,2916,593,2762,1198,733,1704,3255,1370,1917
303,296,1704,318,593,2918,356,457,1307,589,1196
304,3435,2186,930,1284,922,1252,2066,2203,1267,1212
305,1347,2003,1345,2081,2080,1282,1022,2087,1128,1029
306,457,1196,780,608,1265,1610,296,2858,380,2918
307,858,1196,260,296,923,318,750,1230,3363,2571
308,1580,260,2916,2028,377,1307,2858,3255,1291,39
309,1196,1580,260,296,318,1198,2028,377,1610,1210
310,1580,539,2396,318,708,1393,1784,339,1196,2571
311,2571,589,1210,1270,2028,2916,1580,1097,1197,1036
312,608,858,318,1196,527,50,1617,923,1704,260
313,1580,589,608,2571,2997,1196,2762,457,2028,110
314,608,1247,318,1704,593,1265,1196,296,1270,858
315,1196,260,589,913,904,2186,930,908,858,1580
316,1580,480,1240,1374,2628,1375,1356,541,316,329
317,1198,1270,541,858,1197,1210,1240,2571,589,1200
318,608,2858,593,2716,2762,1,318,527,2997,1580
319,608,318,457,260,2918,1777,1393,1247,2396,50
320,1580,589,2571,110,260,648,1198,2916,1210,858
321,1196,589,2916,457,260,1917,377,1097,1270,733
322,608,260,480,1580,2028,2571,593,858,1270,589
323,589,260,1580,2858,1198,296,2396,1210,457,1617
324,1580,2571,1196,260,733,2916,1610,648,480,2080
325,356,586,3255,539,1265,39,339,231,1569,1485
326,1196,1580,2571,1036,858,1210,1097,1240,2985,3039
327,1247,608,923,1196,750,3363,260,111,912,1212
328,1580,2571,377,733,316,1196,1552,260,1917,2353
329,1580,608,2916,1198,39,780,1210,1079,2797,2396
330,1196,1198,589,2571,1214,1247,318,1210,593,1580
331,318,2571,1704,1580,377,2268,2918,39,260,1370
332,296,593,1704,1196,356,260,1198,1393,1213,50
333,1247,1197,260,1079,1265,2797,1307,608,2174,1028
334,1247,608,1265,318,357,1393,912,597,356,296
335,1196,608,2571,1580,1270,1036,457,589,1240,1210
336,589,780,480,1200,1210,1371,2393,1320,1391,1097
337,1580,1552,377,1196,1608,1370,260,1831,1610,1270
338,1196,260,457,2916,1036,648,589,1265,1210,377
339,1704,1247,593,1674,1084,1393,1213,1225,1246,300
340,260,1580,1198,2918,1265,1307,1247,589,858,2797
341,2571,589,1580,2916,457,608,780,1610,2028,1196
342,1580,589,260,1198,457,1527,608,2985,541,593
343,1196,2916,1527,2640,1240,1198,2918,592,1200,1517
344,1580,2571,589,1210,2916,480,1291,2028,1240,1097
345,608,296,593,1225,318,1193,1196,1617,1252,1704
346,593,1777,260,3255,2028,3087,1517,2571,1923,1307
347,608,858,318,1196,912,593,597,1307,357,260
348,1196,1304,1198,858,260,1272,1580,608,2916,594
349,1196,457,260,2916,648,480,318,733,780,593
350,2916,1196,780,1527,260,648,1265,2028,110,296
351,2571,1580,1196,377,589,2396,648,1210,1197,1265
352,1580,1265,593,318,260,1270,2762,1704,480,457
353,858,1196,2028,457,318,2858,589,50,2571,2762
354,3578,2959,2396,1196,2571,2683,2706,260,1580,2699
355,1196,780,457,1777,608,1265,1240,318,593,1198
356,1347,1994,780,1407,2716,2003,1982,1258,1527,1345
357,1196,608,1097,296,589,1240,2571,1200,593,318
358,1196,858,608,1198,593,318,2571,1247,1214,912
359,260,589,1200,1240,541,1214,2628,1374,780,2985
360,1580,2571,2916,1270,1097,592,1197,589,2640,1036
361,1196,260,3578,1580,648,589,608,3897,593,2762
362,2916,1196,260,780,377,608,1210,733,1270,2628
363,1580,589,2571,3578,2916,3481,1196,1527,3793,3555
364,2762,2997,608,296,593,1265,318,2959,2716,50
365,587,597,7,339,708,2671,1777,11,1265,356
366,260,1270,2571,1198,858,3363,589,318,2916,2640
367,912,1674,1307,2020,899,914,919,858,969,1094
368,589,50,1196,733,648,780,1610,2268,527,260
369,1265,1307,356,2797,1580,3039,1270,1517,2716,3253
370,2683,589,2571,2716,1580,1196,260,3578,2997,296
371,608,1265,593,2762,1196,2571,1270,318,2918,589
372,1580,589,2916,733,1196,1370,1527,457,260,165
373,2571,1196,1580,1198,2916,1291,1270,480,1240,541
374,1196,457,260,589,608,1580,2916,858,592,2000
375,296,318,593,50,2762,260,2571,858,110,1580
376,2858,1196,589,2028,296,457,2706,1580,50,2959
377,1196,260,457,1240,1210,318,2028,592,480,1610
378,296,608,1196,318,260,1580,1265,1704,2396,50
379,587,1265,539,608,1196,1198,708,339,3255,593
380,2918,1265,1270,1196,2174,2762,1517,608,1641,589
381,1240,260,2916,541,2571,1210,1580,1097,3527,2985
382,357,2918,2396,2716,356,2858,3253,1923,1641,1270
383,2396,2571,3578,1196,260,608,593,2959,2858,2716
384,1198,260,1036,1291,3508,2951,1196,3681,2921,2571
385,589,1210,1198,2916,608,318,1610,1097,1200,2858
386,296,1580,1923,260,2762,593,318,2716,2395,1210
387,1270,2918,1197,1196,260,608,356,1136,1079,39
388,1307,1079,1968,1674,2797,2144,1246,2000,1196,1962
389,318,608,593,2858,296,356,1580,457,2571,150
390,1196,608,1345,1270,1258,2918,1977,2571,3017,1984
391,1252,2186,3435,922,1284,931,608,928,1221,1254
392,1196,589,2716,1036,1517,2797,1240,593,3253,1704
393,608,1196,1252,1136,1270,1247,3504,3363,923,593
394,1610,1580,648,780,3256,1196,1527,349,1210,1200
395,1265,3253,2762,1517,1777,3255,296,2959,318,1580
396,1265,2918,608,39,356,1394,1307,1784,3253,1580
397,260,1210,2916,457,1197,1580,480,858,110,1097
398,1270,260,2916,457,296,2918,1198,480,1210,858
399,2997,1196,1265,1270,2599,2396,1580,589,2987,260
400,1196,1198,260,1210,1265,2028,1580,457,296,318
401,1196,260,1240,1198,2571,589,1580,2918,2916,2797
402,1079,608,2716,296,1580,2858,2571,1923,1663,3253
403,457,608,377,589,593,318,1198,1777,2916,296
404,296,593,318,2762,50,1196,1265,2028,2571,589
405,1270,2797,2791,1394,1136,318,356,1393,608,1197
406,1196,457,260,593,318,2918,2916,1097,480,1291
407,608,1196,2571,318,50,593,589,1270,457,1213
408,1196,858,318,593,1270,1213,1136,1252,260,589
409,296,1270,2028,2858,1198,377,1307,356,2916,1291
410,2918,1517,1777,39,2174,1079,1580,2797,1270,2716
411,608,260,1580,589,1394,2406,1136,356,1240,1208
412,1196,608,1265,1270,2918,457,1240,2916,1036,593
413,608,1580,1265,1704,1270,296,593,1197,260,1198
414,1196,608,260,858,1198,2571,541,969,593,589
415,608,1136,1247,1265,1240,858,2174,480,1198,1197
416,2858,608,2571,2762,2716,1196,2683,2706,593,2599
417,2716,1197,1265,1270,1196,1580,1210,2571,595,2096
418,1196,1198,260,1610,377,1580,2028,2916,608,1210
419,260,608,2571,593,1210,2858,457,1240,296,1704
420,1270,1197,1136,1036,2918,1210,1234,1097,1387,2571
421,377,457,2571,589,2916,1610,1608,733,2353,1196
422,589,1270,2916,1580,541,1210,1214,1097,480,1198
423,2541,2599,785,1513,2605,2699,2571,1196,1580,2700
424,2918,296,1240,1265,858,780,1200,2716,1210,541
425,1196,1580,1270,608,2918,457,1036,1210,2916,2174
426,1580,2916,589,260,608,2762,318,2028,733,1265
427,480,1196,260,2571,1270,1240,780,2916,1527,1210
428,2396,296,608,593,260,2762,1580,2028,2571,356
429,260,296,2916,1198,1265,1240,1097,50,2599,2396
430,1265,39,357,587,1777,3255,11,339,1307,2424
431,589,2916,1270,480,780,541,2028,1036,1527,2762
432,539,357,339,708,587,2671,39,440,7,1307
433,1265,1136,1079,587,1270,597,1307,3361,1234,3363
434,1197,1196,1278,1,1230,1136,858,3363,608,1247
435,1196,1036,2571,733,2916,2353,1610,480,1387,380
436,589,1097,1676,1356,1073,1200,1391,1917,1036,608
437,1198,260,1304,858,608,1208,1291,1270,2916,541
438,1580,2571,1196,1265,260,1270,780,296,2716,1527
439,2571,1270,260,457,480,318,1240,2916,2716,2028
440,457,2571,589,480,733,377,593,2916,608,1610
441,2571,589,2916,1210,1198,1200,780,648,541,1291
442,1196,2918,260,2571,589,2174,457,1923,1240,592
443,608,1196,593,318,457,1198,858,260,589,2571
444,608,1265,2918,858,1307,260,1580,1230,1197,3671
445,2916,316,1240,2640,1356,2628,1198,1676,1320,1376
446,608,1196,1265,1580,2396,1247,260,1198,357,318
447,1282,2096,2087,2080,1225,1032,595,1674,2078,2085
448,2683,2706,2605,2502,2762,2710,2490,1580,2997,2599
449,1196,1270,1347,1258,2455,2054,1198,2003,1994,541
450,1196,608,260,858,593,2571,589,296,750,1197
451,1247,858,318,593,1198,1270,296,2571,111,2858
452,608,1580,2916,110,648,733,780,1196,1198,1552
453,1198,593,2916,2174,858,1097,1197,480,2858,2797
454,2858,1265,2918,2762,2174,2571,1580,1270,1196,589
455,260,1196,1294,608,1198,593,1234,2028,912,1136
456,2571,1198,2916,1240,457,593,2716,1214,2858,1265
457,1196,296,1704,2916,2858,1240,1265,1213,1291,1197
458,480,589,1196,110,1240,2571,608,260,2028,750
459,2997,608,593,2959,318,260,2599,2716,2706,2571
460,2918,2174,1580,3253,3087,1079,1265,1136,1196,2797
461,1580,1036,1270,2916,457,589,1240,480,318,377
462,2571,589,1097,780,1036,2918,608,1527,2628,1200
463,2716,2174,1079,1196,2791,3039,2915,2144,2571,2396
464,608,318,593,2858,2396,589,2571,1704,1617,527
465,608,296,593,1196,1617,50,1219,2064,1265,2396
466,1247,858,608,2797,260,750,1198,1580,296,3363
467,1196,1265,1580,608,339,539,356,1198,318,1569
468,2571,589,480,1580,457,608,1610,2916,733,2028
469,608,589,2571,1270,923,1097,1252,541,2028,1214
470,594,2080,595,1029,588,2081,914,2078,1032,1
471,1196,260,2571,1580,780,608,1527,1270,1210,2640
472,2571,1240,1270,2916,1210,1097,2028,480,608,750
473,1022,2087,916,2078,2085,1032,595,2137,1028,2081
474,2571,608,2916,457,593,1196,1923,3253,318,377
475,260,2174,480,3087,2797,589,1527,1036,1377,1091
476,1580,1270,2571,2985,592,1198,2797,589,2640,1240
477,1198,1370,377,457,1210,1200,1610,2985,592,480
478,296,1196,527,2762,2028,2571,1213,260,858,457
479,1198,1265,457,2797,2571,2174,608,1097,589,296
480,2571,2916,1704,296,1527,110,1270,648,1210,1198
481,1580,2918,2571,858,608,1240,1307,457,2797,1291
482,2918,1265,1270,318,1704,733,3255,1240,2762,1608
483,1196,608,260,2858,50,589,2571,1617,858,1704
484,1580,2706,589,2605,2716,2997,1196,260,457,2028
485,2918,2762,1196,1307,260,1394,2997,2599,2174,2571
486,608,296,593,2858,2396,527,1784,2762,356,1196
487,608,318,296,1196,2571,2396,1704,589,2959,2997
488,541,1097,2571,1200,1270,589,2916,1580,1210,1198
489,1196,608,260,593,589,1270,527,2028,1240,2571
490,1029,1022,1580,594,2096,1210,2078,2916,589,1240
491,457,1580,260,1198,480,2916,377,1610,593,1270
492,2762,2683,2599,296,608,2712,2694,1196,318,2997
493,296,457,593,1704,2571,2028,50,589,1196,2396
